LR,LR_rf,rf,svm,,,,,,,W_seed,L_seed
0.887905614,0.87482101,0.962857309,0.988165878,0.928437453,1,1,1,1,,4,14
0.968569113,0.969568225,0.996660618,0.993124227,0.981980546,1,1,1,1,,4,15
0.98887497,0.989423689,0.99181977,0.990023352,0.990035445,1,1,1,1,,4,16
0.980129136,0.976659722,0.927807843,0.954582862,0.959794891,1,1,1,1,,4,16
0.951108703,0.958767948,0.852702586,0.696661739,0.864810244,1,1,1,1,,5,1
0.949626825,0.950726214,0.853990994,0.46715481,0.805374711,1,1,1,0,,5,2
0.593155299,0.572573023,0.386203443,0.0764321,0.407090966,1,1,0,0,,5,3
0.948663616,0.941128509,0.838623064,0.568671301,0.824271622,1,1,1,1,,5,4
0.891727284,0.859855353,0.685237242,0.843714052,0.820133483,1,1,1,1,,5,5
0.536257892,0.491163086,0.380809808,0.817715987,0.556486693,1,0,0,1,,5,6
0.508973369,0.527069415,0.409291562,0.398798416,0.461033191,1,1,0,0,,5,7
0.446846189,0.428332711,0.29594814,0.350627375,0.380438604,0,0,0,0,,5,8
0.922290076,0.929854845,0.945666777,0.986603409,0.946103777,1,1,1,1,,5,9
0.843339585,0.81696858,0.876210207,0.962165186,0.87467089,1,1,1,1,,5,10
0.562566735,0.618165616,0.737109096,0.831578157,0.687354901,1,1,1,1,,5,11
0.407662726,0.412765482,0.265529143,0.113841077,0.299949607,0,0,0,0,,5,11
0.474197056,0.462731751,0.582920433,0.77584368,0.57392323,0,0,1,1,,5,12
0.75169364,0.751853229,0.889024237,0.903177136,0.82393706,1,1,1,1,,5,13
0.701733383,0.738090876,0.830884977,0.904010939,0.793680044,1,1,1,1,,5,14
0.944400266,0.945819573,0.989614948,0.976233642,0.964017107,1,1,1,1,,5,15
0.926715663,0.931382531,0.974750111,0.935592749,0.942110264,1,1,1,1,,5,16
0.936472324,0.934227885,0.979324494,0.947317326,0.949335507,1,1,1,1,,5,16
0.93474415,0.944737651,0.795816718,0.566034278,0.810333199,1,1,1,1,,5,1
0.990038992,0.991062986,0.832105246,0.915653263,0.932215122,1,1,1,1,,5,2
0.991337581,0.987267232,0.857735051,0.753054045,0.897348477,1,1,1,1,,5,3
0.812382348,0.786717318,0.639723379,0.327931063,0.641688527,1,1,1,0,,5,4
0.40794085,0.393384949,0.400194264,0.654663573,0.464045909,0,0,0,1,,5,6
0.390012188,0.390602397,0.37018519,0.41965062,0.392612599,0,0,0,0,,5,7
0.706934786,0.697842256,0.834693283,0.905141791,0.786153029,1,1,1,1,,5,8
0.741959547,0.712944706,0.679534271,0.933559189,0.766999428,1,1,1,1,,5,9
0.509475856,0.480918046,0.502710555,0.173310474,0.416603733,1,0,1,0,,5,10
0.784955047,0.773329543,0.836930825,0.938400915,0.833404083,1,1,1,1,,5,11
0.229109723,0.229434213,0.297395439,0.033819969,0.197439836,0,0,0,0,,5,11
0.427966889,0.401429126,0.53904615,0.731063003,0.524876292,0,0,1,1,,5,12
0.71506706,0.657276744,0.922909935,0.907139483,0.800598306,1,1,1,1,,5,13
0.702645128,0.71069267,0.802708104,0.895598386,0.777911072,1,1,1,1,,5,14
0.894468096,0.885348934,0.889727788,0.899980021,0.89238121,1,1,1,1,,5,15
0.506030621,0.52801998,0.532859717,0.355913416,0.480705934,1,1,1,0,,5,16
0.938281116,0.946612408,0.742165519,0.427674149,0.763683298,1,1,1,0,,5,1
0.940428873,0.937174849,0.869537083,0.731909998,0.869762701,1,1,1,1,,5,2
0.907409977,0.861678054,0.666446095,0.596193543,0.757931917,1,1,1,1,,5,3
0.915194956,0.913832939,0.81615955,0.421254854,0.766610575,1,1,1,0,,5,4
0.87716537,0.860424978,0.6921733,0.690128118,0.779972941,1,1,1,1,,5,5
0.375490538,0.349239792,0.294776565,0.309293016,0.332199978,0,0,0,0,,5,6
0.351428012,0.337090057,0.365447851,0.586140828,0.410026687,0,0,0,1,,5,7
0.489197749,0.44726371,0.335362837,0.455895752,0.431930012,0,0,0,0,,5,8
0.51930965,0.550619596,0.391339668,0.33619201,0.449365231,1,1,0,0,,5,9
0.711679547,0.654475008,0.525288738,0.369850781,0.565323519,1,1,1,0,,5,10
0.553179422,0.551427635,0.718513451,0.762822836,0.646485836,1,1,1,1,,5,11
0.503047801,0.51190896,0.495625002,0.171952086,0.420633462,1,1,0,0,,5,12
0.495377477,0.523150753,0.759413015,0.801260203,0.644800362,0,1,1,1,,5,13
0.727941122,0.728748059,0.932901941,0.855749831,0.811335238,1,1,1,1,,5,14
0.743255709,0.752948259,0.733582483,0.5,0.682446613,1,1,1,0,,5,15
0.925934534,0.917318347,0.906879441,0.940967615,0.922774984,1,1,1,1,,5,16
0.899448696,0.90037819,0.745473887,0.243266236,0.697141752,1,1,1,0,,5,1
0.969719877,0.972629065,0.732134101,0.641420696,0.828975935,1,1,1,1,,5,2
0.8494337,0.854904706,0.713836068,0.397486604,0.703915269,1,1,1,0,,5,3
0.986626438,0.988060968,0.845600455,0.921586207,0.935468517,1,1,1,1,,5,4
0.788420112,0.79554049,0.588219052,0.22682314,0.599750698,1,1,1,0,,5,5
0.078718083,0.109365267,0.107152183,0.070411762,0.091411824,0,0,0,0,,5,6
0.546156591,0.550173535,0.506958167,0.530789092,0.533519346,1,1,1,1,,5,7
0.61098714,0.662678307,0.518667319,0.530042126,0.580593723,1,1,1,1,,5,8
0.47236377,0.481166001,0.404483549,0.217030594,0.393760978,0,0,0,0,,5,9
0.814663749,0.818557229,0.824851447,0.876008336,0.83352019,1,1,1,1,,5,10
0.784142768,0.768015912,0.848158292,0.899268204,0.824896294,1,1,1,1,,5,11
0.580834495,0.505601642,0.681392963,0.845737009,0.653391527,1,1,1,1,,5,12
0.630915647,0.659675774,0.868790515,0.84500273,0.751096167,1,1,1,1,,5,13
0.646561591,0.654532825,0.832535108,0.870926624,0.751139037,1,1,1,1,,5,14
0.876799346,0.896238631,0.975089034,0.949435786,0.924390699,1,1,1,1,,5,15
0.953549556,0.962066734,0.968865603,0.94575768,0.957559893,1,1,1,1,,5,16
0.919299322,0.918990341,0.702785774,0.722618316,0.815923438,1,1,1,1,,5,16
0.930574287,0.937808498,0.882990491,0.900274868,0.912912036,1,1,1,1,,6,1
0.928516795,0.92599445,0.850107648,0.84190259,0.886630371,1,1,1,1,,6,2
0.501135087,0.464870738,0.497711838,0.337072255,0.450197479,1,0,0,0,,6,3
0.927180884,0.912025181,0.885272591,0.870753671,0.898808082,1,1,1,1,,6,4
0.850181183,0.799148882,0.662529367,0.945219114,0.814269637,1,1,1,1,,6,5
0.373373608,0.401851983,0.533326584,0.18191354,0.372616429,0,0,1,0,,6,6
0.600699774,0.632158821,0.525861827,0.40105179,0.539943053,1,1,1,0,,6,7
0.539682043,0.536049554,0.509354341,0.582794713,0.541970163,1,1,1,1,,6,8
0.945130282,0.953361488,0.897687769,0.992685406,0.947216236,1,1,1,1,,6,9
0.886529706,0.873144074,0.845519115,0.988452654,0.898411387,1,1,1,1,,6,10
0.651143632,0.713996744,0.674691394,0.967031633,0.751715851,1,1,1,1,,6,11
0.499712086,0.520129388,0.588661895,0.516203088,0.531176614,0,1,1,1,,6,11
0.566891784,0.570466761,0.578854129,0.95729754,0.668377553,1,1,1,1,,6,12
0.814595221,0.823701046,0.877663798,0.988649123,0.876152297,1,1,1,1,,6,13
0.773477117,0.812931977,0.794995483,0.988569805,0.842493596,1,1,1,1,,6,14
0.961016609,0.964182289,0.985232367,0.999986116,0.977604345,1,1,1,1,,6,15
0.948327993,0.95440233,0.914302646,0.993960128,0.952748274,1,1,1,1,,6,16
0.955345956,0.956337872,0.969302252,0.994940553,0.968981658,1,1,1,1,,6,16
0.90800142,0.91726166,0.909266104,0.864290712,0.899704974,1,1,1,1,,6,1
0.985607936,0.986285211,0.86091016,0.982783662,0.953896742,1,1,1,1,,6,2
0.987476882,0.980500153,0.819092174,0.946612726,0.933420484,1,1,1,1,,6,3
0.748961378,0.705191791,0.668977077,0.690829127,0.703489843,1,1,1,1,,6,4
0.40794085,0.393384949,0.487868648,0.857343605,0.536634513,0,0,0,1,,6,5
0.481314548,0.497081279,0.489713417,0.482295376,0.487601155,0,0,0,0,,6,7
0.777823516,0.780768362,0.803687123,0.887648558,0.81248189,1,1,1,1,,6,8
0.806692865,0.792955732,0.711578394,0.964817798,0.819011198,1,1,1,1,,6,9
0.601181946,0.58825126,0.55803318,0.521536287,0.567250668,1,1,1,1,,6,10
0.841210662,0.840280123,0.790028173,0.988732993,0.865062988,1,1,1,1,,6,11
0.301353549,0.314664192,0.343935018,0.226143052,0.296523953,0,0,0,0,,6,11
0.520571708,0.508397166,0.525097312,0.943679813,0.6244365,1,1,1,1,,6,12
0.784588095,0.747304519,0.856323382,0.986019146,0.843558786,1,1,1,1,,6,13
0.77424011,0.791147523,0.772598864,0.989507893,0.831873597,1,1,1,1,,6,14
0.924819054,0.92252751,0.974055857,0.99193345,0.953333968,1,1,1,1,,6,15
0.597872425,0.63304522,0.798273615,0.830388578,0.71489496,1,1,1,1,,6,16
0.912852745,0.919989591,0.698592963,0.737615528,0.817262707,1,1,1,1,,6,1
0.915805981,0.906311585,0.82128913,0.93336435,0.894192762,1,1,1,1,,6,2
0.871011127,0.801578928,0.678634778,0.907302928,0.81463194,1,1,1,1,,6,3
0.881456715,0.873056042,0.799732484,0.755813363,0.827514651,1,1,1,1,,6,4
0.831090019,0.799907833,0.723745545,0.840562372,0.798826442,1,1,1,1,,6,5
0.534009618,0.547178409,0.545092871,0.800121301,0.60660055,1,1,1,1,,6,6
0.440216424,0.439502036,0.422237167,0.391625444,0.423395267,0,0,0,0,,6,7
0.581581411,0.55511837,0.654054357,0.53004405,0.580199547,1,1,1,1,,6,8
0.610582501,0.65391211,0.50141546,0.634082025,0.599998024,1,1,1,1,,6,9
0.781774866,0.744953171,0.811483754,0.767723348,0.776483785,1,1,1,1,,6,10
0.642449048,0.654650908,0.654555525,0.944180933,0.723959103,1,1,1,1,,6,11
0.595000331,0.617925105,0.781111722,0.681039053,0.668769053,1,1,1,1,,6,12
0.587585714,0.628497168,0.695351715,0.973428246,0.721215711,1,1,1,1,,6,13
0.795220561,0.80555557,0.894112628,0.985229664,0.870029606,1,1,1,1,,6,14
0.807748119,0.824553009,0.854308546,0.914616791,0.850306616,1,1,1,1,,6,15
0.947764243,0.944776646,0.93516189,0.994921204,0.955655996,1,1,1,1,,6,16
0.860401606,0.854249619,0.679945701,0.619197255,0.753448545,1,1,1,1,,6,1
0.956645874,0.958409977,0.829312048,0.917159392,0.915381823,1,1,1,1,,6,2
0.795382706,0.792571089,0.631920495,0.780943863,0.750204538,1,1,1,1,,6,3
0.980706923,0.981707919,0.893132801,0.976303463,0.957962777,1,1,1,1,,6,4
0.719693964,0.716170796,0.593811127,0.445166026,0.618710478,1,1,1,0,,6,5
0.889673347,0.840792334,0.663205132,0.95707976,0.837687643,1,1,1,1,,6,6
0.635905811,0.653504058,0.62998379,0.535458538,0.613713049,1,1,1,1,,6,7
0.695073719,0.751822935,0.61492085,0.762527046,0.706086138,1,1,1,1,,6,8
0.565085271,0.588491815,0.597110932,0.451836543,0.55063114,1,1,1,0,,6,9
0.864489269,0.874320147,0.902312323,0.97030865,0.902857597,1,1,1,1,,6,10
0.840567716,0.836203531,0.856392744,0.978351396,0.877878847,1,1,1,1,,6,11
0.667896015,0.611949261,0.630631795,0.966127623,0.719151173,1,1,1,1,,6,12
0.712720005,0.749313717,0.839446729,0.979082083,0.820140633,1,1,1,1,,6,13
0.726401975,0.745001747,0.78132352,0.983853043,0.809145071,1,1,1,1,,6,14
0.911730368,0.930164484,0.956501637,0.995173917,0.948392602,1,1,1,1,,6,15
0.967525598,0.975068146,0.987555756,0.995283439,0.981358235,1,1,1,1,,6,16
0.942964199,0.945926108,0.919781246,0.962472435,0.942785997,1,1,1,1,,6,16
0.925584968,0.937124077,0.874824639,0.950534758,0.92201711,1,1,1,1,,7,1
0.923391786,0.925190386,0.874849873,0.918060583,0.910373157,1,1,1,1,,7,2
0.482448146,0.461967615,0.518525742,0.418765871,0.470426844,0,0,1,0,,7,3
0.921968146,0.911083916,0.818352238,0.894266502,0.886417701,1,1,1,1,,7,4
0.840405216,0.79726838,0.60037083,0.93631294,0.793589341,1,1,1,1,,7,5
0.356050535,0.399048938,0.515172798,0.123784282,0.348514138,0,0,1,0,,7,6
0.381506613,0.365130553,0.447635857,0.615409648,0.452420668,0,0,0,1,,7,7
0.558194894,0.538951881,0.395346334,0.646826814,0.534829981,1,1,0,1,,7,8
0.948881517,0.95387786,0.855774213,0.984848764,0.935845588,1,1,1,1,,7,9
0.893837229,0.874431616,0.866914631,0.983907356,0.904772708,1,1,1,1,,7,10
0.667931998,0.716374876,0.808708945,0.96248257,0.788874597,1,1,1,1,,7,11
0.518397935,0.523042694,0.502017033,0.558372047,0.525457427,1,1,1,1,,7,11
0.585151512,0.573325158,0.662255531,0.945041789,0.691443497,1,1,1,1,,7,12
0.825624137,0.825390062,0.882353664,0.984835311,0.879550794,1,1,1,1,,7,13
0.786310336,0.814700956,0.847976232,0.979558212,0.857136434,1,1,1,1,,7,14
0.963723443,0.964583305,0.972838204,0.99634215,0.974371776,1,1,1,1,,7,15
0.951871745,0.954907722,0.89075446,0.990311551,0.94696137,1,1,1,1,,7,16
0.958429503,0.956822782,0.979373246,0.990304681,0.971232553,1,1,1,1,,7,16
0.901561491,0.916371284,0.810690188,0.942622427,0.892811348,1,1,1,1,,7,1
0.984507798,0.986126387,0.775065595,0.990037746,0.933934381,1,1,1,1,,7,2
0.986517654,0.980275675,0.87817858,0.964888824,0.952465183,1,1,1,1,,7,3
0.734642105,0.702758797,0.751608005,0.717361384,0.726592573,1,1,1,1,,7,4
0.390012188,0.390602397,0.520766358,0.90675669,0.552034408,0,0,1,1,,7,5
0.481314548,0.497081279,0.498700282,0.535243714,0.503084956,0,0,0,1,,7,6
0.7904772,0.782760212,0.75691626,0.737679175,0.766958212,1,1,1,1,,7,8
0.818086882,0.794865945,0.593500189,0.934756559,0.785302394,1,1,1,1,,7,9
0.618967702,0.591076143,0.558150178,0.51164663,0.569960163,1,1,1,1,,7,10
0.850946042,0.841840803,0.797342831,0.986700744,0.869207605,1,1,1,1,,7,11
0.317326817,0.317187348,0.414887681,0.274113695,0.330878885,0,0,0,0,,7,11
0.539196892,0.511314777,0.606254141,0.924063501,0.645207328,1,1,1,1,,7,12
0.796957084,0.749502863,0.900847941,0.980324188,0.856908019,1,1,1,1,,7,13
0.787042004,0.793070065,0.779914347,0.985586766,0.836403295,1,1,1,1,,7,14
0.929855833,0.923357824,0.826542335,0.986154745,0.916477684,1,1,1,1,,7,15
0.61571143,0.635753077,0.73947361,0.634172262,0.656277595,1,1,1,1,,7,16
0.906717522,0.919125982,0.888649629,0.851403523,0.891474164,1,1,1,1,,7,1
0.909858137,0.905315536,0.894269906,0.958364002,0.916951895,1,1,1,1,,7,2
0.862374331,0.799715475,0.658604804,0.939229039,0.814980912,1,1,1,1,,7,3
0.873417687,0.871756464,0.805999391,0.776982378,0.83203898,1,1,1,1,,7,4
0.820331578,0.79803264,0.752075378,0.808018963,0.79461464,1,1,1,1,,7,5
0.515363218,0.54428408,0.624110613,0.796109146,0.619966764,1,1,1,1,,7,6
0.541282588,0.55761994,0.752816607,0.801181054,0.663225047,1,1,1,1,,7,7
0.599659188,0.557999768,0.551685522,0.424737431,0.533520477,1,1,1,0,,7,8
0.628208294,0.656549526,0.57205171,0.634229516,0.622759761,1,1,1,1,,7,9
0.794263032,0.747165049,0.655733929,0.806956858,0.751029717,1,1,1,1,,7,10
0.65943699,0.657285645,0.679354946,0.929250907,0.731332122,1,1,1,1,,7,11
0.612884249,0.620677682,0.565465521,0.682511808,0.620384815,1,1,1,1,,7,12
0.605580006,0.631219035,0.748204072,0.964651897,0.737413752,1,1,1,1,,7,13
0.807129111,0.807377775,0.867844057,0.976774768,0.864781428,1,1,1,1,,7,14
0.819093885,0.826235585,0.759733573,0.832049599,0.80927816,1,1,1,1,,7,15
0.951344674,0.945382622,0.941424252,0.992827184,0.957744683,1,1,1,1,,7,16
0.8511758,0.852789975,0.837092424,0.823663418,0.841180404,1,1,1,1,,7,1
0.953436452,0.957942109,0.698304012,0.96022905,0.892477906,1,1,1,1,,7,2
0.782943931,0.790645134,0.746241085,0.830738791,0.787642235,1,1,1,1,,7,3
0.979240041,0.981497082,0.884725557,0.972684504,0.954536796,1,1,1,1,,7,4
0.704364239,0.713791636,0.74601759,0.434997561,0.649792757,1,1,1,0,,7,5
0.882117011,0.839223284,0.804337495,0.952584524,0.869565579,1,1,1,1,,7,6
0.34696326,0.343857051,0.439738603,0.490215884,0.405193699,0,0,0,0,,7,7
0.710687316,0.75399491,0.659563105,0.817395555,0.735410221,1,1,1,1,,7,8
0.583365186,0.591316194,0.516914236,0.407113292,0.524677227,1,1,1,0,,7,9
0.873012885,0.875597453,0.854162302,0.964484335,0.891814244,1,1,1,1,,7,10
0.850335502,0.837796355,0.819318353,0.972402714,0.869963231,1,1,1,1,,7,11
0.684269102,0.614718046,0.613601716,0.950822547,0.715852853,1,1,1,1,,7,12
0.727783903,0.751500394,0.869774659,0.971375168,0.830108531,1,1,1,1,,7,13
0.741009144,0.747213347,0.856512121,0.97154161,0.829069055,1,1,1,1,,7,14
0.917565868,0.930919078,0.967799484,0.991019489,0.95182598,1,1,1,1,,7,15
0.969794681,0.9753504,0.881171434,0.990883166,0.954299921,1,1,1,1,,7,16
0.946855193,0.946520184,0.69712829,0.915139449,0.876410779,1,1,1,1,,7,16
0.979134506,0.981719614,0.820787742,0.780056192,0.890424513,1,1,1,1,,8,1
0.978482863,0.978051806,0.783622507,0.679908193,0.855016342,1,1,1,1,,8,2
0.778607164,0.755728281,0.526476784,0.094697371,0.5388774,1,1,1,0,,8,3
0.978058675,0.973629031,0.819053721,0.566481329,0.834305689,1,1,1,1,,8,4
0.952077003,0.934080786,0.696538801,0.639536442,0.805558258,1,1,1,1,,8,5
0.675957751,0.705243846,0.530852777,0.0194839,0.482884569,1,1,1,0,,8,6
0.6994428,0.674511202,0.634654204,0.343975601,0.588145952,1,1,1,0,,8,7
0.749127607,0.75504462,0.611487932,0.295962843,0.60290575,1,1,1,0,,8,8
0.831084594,0.851626825,0.866665189,0.873216311,0.85564823,1,1,1,1,,8,9
0.690561558,0.659013007,0.713316949,0.689212726,0.68802606,1,1,1,1,,8,10
0.347746924,0.412103973,0.404355545,0.271972863,0.359044826,0,0,0,0,,8,11
0.221977525,0.233332533,0.137924413,0.033679018,0.156728372,0,0,0,0,,8,11
0.27212916,0.271624947,0.243841909,0.142489097,0.232521278,0,0,0,0,,8,12
0.556537739,0.567455438,0.701664014,0.415777605,0.560358699,1,1,1,0,,8,13
0.493755949,0.549592779,0.600344707,0.355317838,0.499752818,0,1,1,0,,8,14
0.875645873,0.883158693,0.919127698,0.865139108,0.885767843,1,1,1,1,,8,15
0.839802137,0.854591811,0.876223161,0.822571205,0.848297079,1,1,1,1,,8,16
0.859374086,0.860143285,0.91511648,0.783299997,0.854483462,1,1,1,1,,8,16
0.971873144,0.975298011,0.837231518,0.788928423,0.893332774,1,1,1,1,,8,1
0.995846366,0.996110666,0.804805096,0.961793017,0.939638786,1,1,1,1,,8,2
0.996390624,0.994446764,0.834217236,0.847119731,0.918043589,1,1,1,1,,8,3
0.912624392,0.894946522,0.759967876,0.237569738,0.701277132,1,1,1,0,,8,4
0.706934786,0.697842256,0.717703035,0.596255117,0.679683798,1,1,1,1,,8,5
0.777823516,0.780768362,0.634957761,0.190112092,0.595915433,1,1,1,0,,8,6
0.7904772,0.782760212,0.577776328,0.248203841,0.599804395,1,1,1,0,,8,7
0.543796247,0.518163289,0.378260546,0.617906849,0.514531733,1,1,0,1,,8,9
0.30098005,0.286302803,0.33166369,0.062834503,0.245445262,0,0,0,0,,8,10
0.602103179,0.59632222,0.542146171,0.535387607,0.568989794,1,1,1,1,,8,11
0.109692268,0.114198718,0.318650203,0.012309659,0.138712712,0,0,0,0,,8,11
0.236729508,0.225035717,0.181583203,0.097690718,0.185259786,0,0,0,0,,8,12
0.509893511,0.4536678,0.665993363,0.302957506,0.483128045,1,0,1,0,,8,13
0.494845789,0.515421774,0.543984976,0.5,0.513563135,0,1,1,0,,8,14
0.778452793,0.769775619,0.728309886,0.637985718,0.728631004,1,1,1,1,,8,15
0.298087934,0.326326666,0.264283248,0.047226549,0.233981099,0,0,0,0,,8,16
0.973454812,0.976162178,0.745649209,0.485346331,0.795153132,1,1,1,0,,8,1
0.974411939,0.971792606,0.841238382,0.771549383,0.889748077,1,1,1,1,,8,2
0.959416209,0.935011086,0.716344148,0.738246107,0.837254387,1,1,1,1,,8,3
0.963006764,0.96077416,0.799041284,0.316012505,0.759708678,1,1,1,0,,8,4
0.945132286,0.934371745,0.757355475,0.338211943,0.743767862,1,1,1,0,,8,5
0.800476711,0.811444918,0.665584149,0.391295281,0.667200265,1,1,1,0,,8,6
0.816574772,0.819554616,0.834845222,0.749636081,0.805152673,1,1,1,1,,8,7
0.715807407,0.740539886,0.67193287,0.656514488,0.696198663,1,1,1,1,,8,8
0.309327275,0.346633672,0.259534185,0.307181275,0.305669102,0,0,0,0,,8,9
0.505752728,0.450592895,0.369731638,0.264452243,0.397632376,1,0,0,0,,8,10
0.339164885,0.347373761,0.355395788,0.167499176,0.302358403,0,0,0,0,,8,11
0.295597352,0.312297726,0.398401869,0.029337989,0.258908734,0,0,0,0,,8,12
0.289249076,0.322048281,0.407817309,0.21284527,0.307989984,0,0,0,0,,8,13
0.52589142,0.537737135,0.6556818,0.373500593,0.523202737,1,1,1,0,,8,14
0.545478027,0.568897611,0.479068142,0.090805418,0.421062299,1,1,0,0,,8,15
0.838256298,0.827699907,0.798031796,0.859643039,0.83090776,1,1,1,1,,8,16
0.955708374,0.954282458,0.797829124,0.516629728,0.806112421,1,1,1,1,,8,1
0.9872206,0.98796187,0.795093002,0.869506037,0.909945377,1,1,1,1,,8,2
0.931547661,0.931543422,0.737970533,0.417581954,0.754660892,1,1,1,0,,8,3
0.994412138,0.994795302,0.776124126,0.793222611,0.889638544,1,1,1,1,,8,4
0.899887184,0.899862313,0.725365403,0.090323677,0.653859644,1,1,1,0,,8,5
0.965790265,0.949515472,0.754798931,0.743831193,0.853483965,1,1,1,1,,8,6
0.667164831,0.653774456,0.531248372,0.254175777,0.526590859,1,1,1,0,,8,7
0.6056539,0.540359814,0.485425017,0.147976622,0.444853838,1,1,0,0,,8,8
0.27067493,0.2865058,0.194390754,0.129940144,0.220377907,0,0,0,0,,8,9
0.645670133,0.661404439,0.502904046,0.549839305,0.589954481,1,1,1,1,,8,10
0.600951344,0.589064108,0.652869698,0.348777718,0.547915717,1,1,1,0,,8,11
0.36485733,0.306903396,0.337901134,0.134237737,0.285974899,0,0,0,0,,8,12
0.414741958,0.456313138,0.606669522,0.251653435,0.432344513,0,0,1,0,,8,13
0.431291442,0.450656192,0.594175998,0.270367653,0.436622821,0,0,1,0,,8,14
0.746857256,0.789026788,0.883883146,0.698894427,0.779665404,1,1,1,1,,8,15
0.894849427,0.916537954,0.861034473,0.821727732,0.873537396,1,1,1,1,,8,16
0.825248781,0.830849995,0.517787789,0.275170062,0.612264157,1,1,1,0,,8,16
0.982436405,0.982979373,0.804738937,0.838050075,0.902051197,1,1,1,1,,9,1
0.981885975,0.979559063,0.788255853,0.810608847,0.890077434,1,1,1,1,,9,2
0.8073999,0.768895633,0.53547463,0.178043852,0.572453504,1,1,1,0,,9,3
0.981527609,0.975432385,0.81369919,0.770461786,0.885280243,1,1,1,1,,9,4
0.959483488,0.938417552,0.667424624,0.740377707,0.826425843,1,1,1,1,,9,5
0.713182611,0.72012472,0.441415711,0.025547778,0.475067705,1,1,0,0,,9,6
0.735027337,0.690262196,0.535761574,0.342754489,0.575951399,1,1,1,0,,9,7
0.78067427,0.768237522,0.616057991,0.215711686,0.595170367,1,1,1,0,,9,8
0.195022646,0.157794201,0.218139757,0.214981879,0.196484621,0,0,0,0,,9,9
0.651834067,0.642495944,0.771819439,0.599180838,0.666332572,1,1,1,1,,9,10
0.309043944,0.394613673,0.518334695,0.196026072,0.354504596,0,0,1,0,,9,11
0.19312761,0.22058274,0.281544197,0.049767287,0.186255458,0,0,0,0,,9,11
0.238761439,0.257485499,0.396195343,0.105105248,0.249386882,0,0,0,0,,9,12
0.512868953,0.549534912,0.721666046,0.344815837,0.532221437,1,1,1,0,,9,13
0.45001438,0.531543143,0.723015106,0.233759127,0.484582939,0,1,1,0,,9,14
0.855226179,0.87544698,0.875397436,0.789505555,0.848894038,1,1,1,1,,9,15
0.814741921,0.845324855,0.783705111,0.764543481,0.802078842,1,1,1,1,,9,16
0.836780511,0.851168512,0.873271979,0.667011848,0.807058213,1,1,1,1,,9,16
0.976296313,0.976989931,0.797429362,0.863756416,0.903618006,1,1,1,1,,9,1
0.996513083,0.996382347,0.8064941,0.979298593,0.944672031,1,1,1,1,,9,2
0.996970246,0.994834071,0.82260803,0.935095498,0.937376961,1,1,1,1,,9,3
0.92565212,0.90158664,0.588324152,0.394221735,0.702446162,1,1,1,0,,9,4
0.741959547,0.712944706,0.583945926,0.72838505,0.691808807,1,1,1,1,,9,5
0.806692865,0.792955732,0.605748297,0.302295952,0.626923212,1,1,1,0,,9,6
0.818086882,0.794865945,0.427717394,0.268533252,0.577300868,1,1,0,0,,9,7
0.543796247,0.518163289,0.413079164,0.655616864,0.532663891,1,1,0,1,,9,8
0.265364444,0.271684293,0.365566526,0.087214726,0.247457497,0,0,0,0,,9,10
0.55936886,0.578709751,0.661304515,0.43696024,0.559085841,1,1,1,0,,9,11
0.093678671,0.1070497,0.309195339,0.018310376,0.132058522,0,0,0,0,,9,11
0.206471118,0.212613553,0.415274333,0.066197362,0.225139091,0,0,0,0,,9,12
0.466038402,0.435720886,0.724200419,0.201259599,0.456804826,0,0,1,0,,9,13
0.451093701,0.49725541,0.72448317,0.391398118,0.5160576,0,0,1,0,,9,14
0.746690283,0.756642536,0.669750928,0.541137663,0.678555353,1,1,1,1,,9,15
0.262685951,0.310553794,0.370807898,0.027011234,0.242764719,0,0,0,0,,9,16
0.977634975,0.977796256,0.780067167,0.567065646,0.825641011,1,1,1,1,,9,1
0.978444717,0.973718152,0.801814498,0.841721604,0.898924743,1,1,1,1,,9,2
0.965729251,0.939290626,0.639377,0.866345725,0.85268565,1,1,1,1,,9,3
0.96877945,0.963423559,0.723381235,0.513864025,0.792362067,1,1,1,1,,9,4
0.953559722,0.938690625,0.766617743,0.483861493,0.785682396,1,1,1,0,,9,5
0.827057001,0.822315038,0.613827569,0.471306538,0.683626537,1,1,1,0,,9,6
0.841435308,0.83005513,0.704835514,0.848862743,0.806297174,1,1,1,1,,9,7
0.750146559,0.754259736,0.594649272,0.655221469,0.688569259,1,1,1,1,,9,8
0.72689016,0.669639401,0.562987924,0.604783756,0.64107531,1,1,1,1,,9,9
0.461918103,0.432671288,0.532793362,0.408274659,0.458914353,0,0,1,0,,9,10
0.300976309,0.331083549,0.530089554,0.122824996,0.321243602,0,0,1,0,,9,11
0.260381432,0.296904089,0.370852033,0.028201569,0.239084781,0,0,0,0,,9,12
0.254516189,0.306388152,0.535254303,0.162206731,0.314591344,0,0,1,0,,9,13
0.482013591,0.51962766,0.644134144,0.277849126,0.48090613,0,1,1,0,,9,14
0.501695286,0.550989557,0.53977832,0.06135542,0.413454646,1,1,1,0,,9,15
0.813008105,0.817085937,0.865152815,0.797736977,0.823245958,1,1,1,1,,9,16
0.962575693,0.957350858,0.795729663,0.662217493,0.844468427,1,1,1,1,,9,1
0.98925694,0.988796365,0.736368993,0.939010122,0.913358105,1,1,1,1,,9,2
